dataset,model,method,method_display,video_class,video_name,runtime_seconds
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,0,A001_P046_G002_C001.mp4,449.5406892299652
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,1,A002_P065_G001_C001.mp4,449.08959126472473
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,1,A002_P096_G003_C004.mp4,449.3612039089203
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,13,A014_P015_G003_C001.mp4,449.9273838996887
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,14,A015_P013_G002_C008.mp4,450.4835262298584
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,14,A015_P035_G002_C004.mp4,451.06445360183716
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,15,A016_P021_G002_C006.mp4,447.0577757358551
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,15,A016_P021_G003_C008.mp4,447.9444577693939
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,16,A017_P063_G002_C002.mp4,445.7939953804016
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,16,A017_P082_G002_C003.mp4,444.877117395401
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,17,A018_P015_G002_C002.mp4,445.71285343170166
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,18,A019_P015_G002_C008.mp4,445.25471115112305
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,20,A021_P066_G004_C008.mp4,446.77058959007263
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,22,A023_P072_G001_C007.mp4,448.7190058231354
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,25,A026_P032_G002_C008.mp4,450.7949175834656
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,26,A027_P004_G001_C006.mp4,449.40682101249695
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,3,A004_P046_G003_C005.mp4,450.08249282836914
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,31,A032_P020_G001_C004.mp4,451.19850182533264
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,40,A041_P082_G001_C007.mp4,450.73231840133667
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,41,A042_P020_G003_C006.mp4,451.0732843875885
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,41,A042_P022_G003_C001.mp4,451.8478088378906
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,42,A043_P015_G003_C002.mp4,452.59912395477295
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,42,A043_P082_G002_C006.mp4,450.6273157596588
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,43,A044_P016_G001_C008.mp4,449.39428782463074
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,46,A047_P021_G002_C001.mp4,449.8763942718506
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,46,A047_P096_G001_C004.mp4,449.4186546802521
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,47,A048_P035_G001_C003.mp4,450.89799761772156
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,50,A051_P082_G001_C006.mp4,448.35921597480774
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,54,A055_P035_G001_C006.mp4,447.61905431747437
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,7,A008_P072_G002_C002.mp4,448.9809527397156
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,0,A001_P046_G002_C001.mp4,441.6273868083954
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,1,A002_P065_G001_C001.mp4,443.6196150779724
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,1,A002_P096_G003_C004.mp4,442.83339738845825
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,13,A014_P015_G003_C001.mp4,443.06826615333557
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,14,A015_P013_G002_C008.mp4,443.5079233646393
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,14,A015_P035_G002_C004.mp4,444.02675223350525
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,15,A016_P021_G002_C006.mp4,440.7634000778198
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,15,A016_P021_G003_C008.mp4,440.60296750068665
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,16,A017_P063_G002_C002.mp4,439.067839384079
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,16,A017_P082_G002_C003.mp4,438.16860008239746
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,17,A018_P015_G002_C002.mp4,437.96754932403564
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,18,A019_P015_G002_C008.mp4,438.56400966644287
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,20,A021_P066_G004_C008.mp4,441.83054304122925
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,22,A023_P072_G001_C007.mp4,442.78496384620667
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,25,A026_P032_G002_C008.mp4,444.1043920516968
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,26,A027_P004_G001_C006.mp4,443.7344467639923
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,3,A004_P046_G003_C005.mp4,443.4951753616333
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,31,A032_P020_G001_C004.mp4,444.64788031578064
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,40,A041_P082_G001_C007.mp4,443.10301661491394
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,41,A042_P020_G003_C006.mp4,444.9110314846039
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,41,A042_P022_G003_C001.mp4,444.9182906150818
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,42,A043_P015_G003_C002.mp4,445.7034339904785
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,42,A043_P082_G002_C006.mp4,444.14591789245605
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,43,A044_P016_G001_C008.mp4,443.75094771385193
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,46,A047_P021_G002_C001.mp4,441.999427318573
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,46,A047_P096_G001_C004.mp4,443.08267164230347
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,47,A048_P035_G001_C003.mp4,444.33242440223694
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,50,A051_P082_G001_C006.mp4,442.19895792007446
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,54,A055_P035_G001_C006.mp4,441.15137457847595
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,7,A008_P072_G002_C002.mp4,442.8007628917694
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,0,A001_P046_G002_C001.mp4,439.4436273574829
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,1,A002_P065_G001_C001.mp4,441.17909812927246
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,1,A002_P096_G003_C004.mp4,439.55948305130005
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,13,A014_P015_G003_C001.mp4,442.9605164527893
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,14,A015_P013_G002_C008.mp4,441.03188705444336
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,14,A015_P035_G002_C004.mp4,442.06440806388855
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,15,A016_P021_G002_C006.mp4,437.4520926475525
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,15,A016_P021_G003_C008.mp4,437.65197372436523
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,16,A017_P063_G002_C002.mp4,435.3975787162781
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,16,A017_P082_G002_C003.mp4,435.37883400917053
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,17,A018_P015_G002_C002.mp4,434.8274493217468
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,18,A019_P015_G002_C008.mp4,444.39009189605713
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,20,A021_P066_G004_C008.mp4,438.4665777683258
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,22,A023_P072_G001_C007.mp4,440.0679380893707
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,25,A026_P032_G002_C008.mp4,441.44862246513367
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,26,A027_P004_G001_C006.mp4,441.08507323265076
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,3,A004_P046_G003_C005.mp4,440.23909068107605
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,31,A032_P020_G001_C004.mp4,442.72713923454285
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,40,A041_P082_G001_C007.mp4,441.6733400821686
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,41,A042_P020_G003_C006.mp4,442.84919142723083
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,41,A042_P022_G003_C001.mp4,442.2659480571747
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,42,A043_P015_G003_C002.mp4,442.6958918571472
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,42,A043_P082_G002_C006.mp4,441.1839668750763
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,43,A044_P016_G001_C008.mp4,440.4188895225525
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,46,A047_P021_G002_C001.mp4,440.905234336853
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,46,A047_P096_G001_C004.mp4,440.74456334114075
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,47,A048_P035_G001_C003.mp4,439.5869450569153
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,50,A051_P082_G001_C006.mp4,439.3701457977295
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,54,A055_P035_G001_C006.mp4,438.2337906360626
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,7,A008_P072_G002_C002.mp4,438.72678565979004
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,0,A001_P046_G002_C001.mp4,473.8248190879822
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,1,A002_P065_G001_C001.mp4,474.6191155910492
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,1,A002_P096_G003_C004.mp4,474.5183811187744
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,13,A014_P015_G003_C001.mp4,475.92266726493835
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,14,A015_P013_G002_C008.mp4,474.2784698009491
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,14,A015_P035_G002_C004.mp4,471.77866530418396
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,15,A016_P021_G002_C006.mp4,471.3078279495239
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,15,A016_P021_G003_C008.mp4,470.48070907592773
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,16,A017_P063_G002_C002.mp4,469.82403016090393
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,16,A017_P082_G002_C003.mp4,469.3963906764984
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,17,A018_P015_G002_C002.mp4,469.73600602149963
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,18,A019_P015_G002_C008.mp4,473.84000539779663
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,20,A021_P066_G004_C008.mp4,474.1155984401703
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,22,A023_P072_G001_C007.mp4,474.84052753448486
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,25,A026_P032_G002_C008.mp4,475.3823800086975
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,26,A027_P004_G001_C006.mp4,475.11600255966187
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,3,A004_P046_G003_C005.mp4,474.8644609451294
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,31,A032_P020_G001_C004.mp4,475.696852684021
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,40,A041_P082_G001_C007.mp4,474.8419828414917
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,41,A042_P020_G003_C006.mp4,475.98176765441895
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,41,A042_P022_G003_C001.mp4,475.76662850379944
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,42,A043_P015_G003_C002.mp4,475.7510766983032
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,42,A043_P082_G002_C006.mp4,475.3964533805847
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,43,A044_P016_G001_C008.mp4,474.48707461357117
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,46,A047_P021_G002_C001.mp4,474.2520561218262
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,46,A047_P096_G001_C004.mp4,474.4940390586853
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,47,A048_P035_G001_C003.mp4,473.8622522354126
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,50,A051_P082_G001_C006.mp4,472.76102900505066
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,54,A055_P035_G001_C006.mp4,472.55166578292847
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,7,A008_P072_G002_C002.mp4,472.6716525554657
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,0,A001_P046_G002_C001.mp4,99.36667394638062
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,1,A002_P065_G001_C001.mp4,97.78991556167603
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,1,A002_P096_G003_C004.mp4,100.28056979179382
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,13,A014_P015_G003_C001.mp4,97.65282392501831
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,14,A015_P013_G002_C008.mp4,97.21337532997131
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,14,A015_P035_G002_C004.mp4,102.91830110549927
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,15,A016_P021_G002_C006.mp4,102.9433901309967
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,15,A016_P021_G003_C008.mp4,100.89030861854553
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,16,A017_P063_G002_C002.mp4,100.04894995689392
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,16,A017_P082_G002_C003.mp4,100.9489438533783
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,17,A018_P015_G002_C002.mp4,98.56281661987305
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,18,A019_P015_G002_C008.mp4,98.7981584072113
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,20,A021_P066_G004_C008.mp4,68.37145662307739
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,22,A023_P072_G001_C007.mp4,97.25080919265747
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,25,A026_P032_G002_C008.mp4,99.96538949012756
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,26,A027_P004_G001_C006.mp4,98.1157774925232
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,3,A004_P046_G003_C005.mp4,96.28678178787231
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,31,A032_P020_G001_C004.mp4,101.92702889442444
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,40,A041_P082_G001_C007.mp4,98.68143486976624
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,41,A042_P020_G003_C006.mp4,92.4609797000885
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,41,A042_P022_G003_C001.mp4,98.56691670417786
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,42,A043_P015_G003_C002.mp4,101.3912193775177
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,42,A043_P082_G002_C006.mp4,101.37372994422913
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,43,A044_P016_G001_C008.mp4,78.0264720916748
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,46,A047_P021_G002_C001.mp4,95.50283932685852
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,46,A047_P096_G001_C004.mp4,96.81513047218323
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,47,A048_P035_G001_C003.mp4,95.23516416549683
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,50,A051_P082_G001_C006.mp4,101.92375612258911
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,54,A055_P035_G001_C006.mp4,96.43434834480286
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,7,A008_P072_G002_C002.mp4,99.7354986667633
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,0,A001_P046_G002_C001.mp4,98.81504607200623
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,1,A002_P065_G001_C001.mp4,97.25347685813904
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,1,A002_P096_G003_C004.mp4,100.01320457458496
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,13,A014_P015_G003_C001.mp4,97.67231845855713
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,14,A015_P013_G002_C008.mp4,96.99771165847778
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,14,A015_P035_G002_C004.mp4,102.79653835296631
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,15,A016_P021_G002_C006.mp4,102.5835587978363
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,15,A016_P021_G003_C008.mp4,100.01745915412903
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,16,A017_P063_G002_C002.mp4,100.21710562705994
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,16,A017_P082_G002_C003.mp4,100.61017346382141
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,17,A018_P015_G002_C002.mp4,97.94063878059387
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,18,A019_P015_G002_C008.mp4,98.67286276817322
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,20,A021_P066_G004_C008.mp4,68.06093454360962
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,22,A023_P072_G001_C007.mp4,97.1355631351471
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,25,A026_P032_G002_C008.mp4,99.50874733924866
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,26,A027_P004_G001_C006.mp4,97.80885744094849
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,3,A004_P046_G003_C005.mp4,96.04999494552612
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,31,A032_P020_G001_C004.mp4,101.71614384651184
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,40,A041_P082_G001_C007.mp4,98.63145565986633
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,41,A042_P020_G003_C006.mp4,92.32416558265686
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,41,A042_P022_G003_C001.mp4,98.33082222938538
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,42,A043_P015_G003_C002.mp4,101.43948912620544
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,42,A043_P082_G002_C006.mp4,100.96087861061096
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,43,A044_P016_G001_C008.mp4,77.75579786300659
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,46,A047_P021_G002_C001.mp4,95.18859696388245
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,46,A047_P096_G001_C004.mp4,96.58804178237915
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,47,A048_P035_G001_C003.mp4,94.9415283203125
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,50,A051_P082_G001_C006.mp4,101.45994281768799
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,54,A055_P035_G001_C006.mp4,95.92841911315918
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,7,A008_P072_G002_C002.mp4,99.16651797294617
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,0,A001_P046_G002_C001.mp4,1.3979051113128662
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,1,A002_P065_G001_C001.mp4,1.8968238830566406
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,1,A002_P096_G003_C004.mp4,1.4696717262268066
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,13,A014_P015_G003_C001.mp4,2.597994804382324
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,14,A015_P013_G002_C008.mp4,1.4549839496612549
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,14,A015_P035_G002_C004.mp4,2.400144577026367
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,15,A016_P021_G002_C006.mp4,2.539435625076294
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,15,A016_P021_G003_C008.mp4,2.552297830581665
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,16,A017_P063_G002_C002.mp4,1.9618427753448486
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,16,A017_P082_G002_C003.mp4,2.085763931274414
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,17,A018_P015_G002_C002.mp4,1.6141705513000488
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,18,A019_P015_G002_C008.mp4,1.1673953533172607
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,20,A021_P066_G004_C008.mp4,1.0807812213897705
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,22,A023_P072_G001_C007.mp4,2.175074338912964
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,25,A026_P032_G002_C008.mp4,2.2186150550842285
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,26,A027_P004_G001_C006.mp4,1.6881909370422363
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,3,A004_P046_G003_C005.mp4,1.7817275524139404
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,31,A032_P020_G001_C004.mp4,2.5762715339660645
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,40,A041_P082_G001_C007.mp4,1.7458741664886475
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,41,A042_P020_G003_C006.mp4,2.6713924407958984
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,41,A042_P022_G003_C001.mp4,2.3694987297058105
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,42,A043_P015_G003_C002.mp4,2.5984575748443604
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,42,A043_P082_G002_C006.mp4,1.942945957183838
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,43,A044_P016_G001_C008.mp4,0.8767404556274414
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,46,A047_P021_G002_C001.mp4,0.7968349456787109
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,46,A047_P096_G001_C004.mp4,0.8271737098693848
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,47,A048_P035_G001_C003.mp4,2.010246992111206
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,50,A051_P082_G001_C006.mp4,1.5089962482452393
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,54,A055_P035_G001_C006.mp4,0.8366827964782715
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,7,A008_P072_G002_C002.mp4,1.291280746459961
EtriActivity3D,TANet,AOSA,AOSA,0,A001_P046_G002_C001.mp4,76.83261704444885
EtriActivity3D,TANet,AOSA,AOSA,1,A002_P065_G001_C001.mp4,76.77894330024719
EtriActivity3D,TANet,AOSA,AOSA,1,A002_P096_G003_C004.mp4,76.09319615364075
EtriActivity3D,TANet,AOSA,AOSA,13,A014_P015_G003_C001.mp4,77.41900324821472
EtriActivity3D,TANet,AOSA,AOSA,14,A015_P013_G002_C008.mp4,75.44699478149414
EtriActivity3D,TANet,AOSA,AOSA,14,A015_P035_G002_C004.mp4,76.01138710975647
EtriActivity3D,TANet,AOSA,AOSA,15,A016_P021_G002_C006.mp4,76.06506586074829
EtriActivity3D,TANet,AOSA,AOSA,15,A016_P021_G003_C008.mp4,75.94126534461975
EtriActivity3D,TANet,AOSA,AOSA,16,A017_P063_G002_C002.mp4,75.345050573349
EtriActivity3D,TANet,AOSA,AOSA,16,A017_P082_G002_C003.mp4,75.08175086975098
EtriActivity3D,TANet,AOSA,AOSA,17,A018_P015_G002_C002.mp4,74.91004753112793
EtriActivity3D,TANet,AOSA,AOSA,18,A019_P015_G002_C008.mp4,74.32720685005188
EtriActivity3D,TANet,AOSA,AOSA,20,A021_P066_G004_C008.mp4,74.97786045074463
EtriActivity3D,TANet,AOSA,AOSA,22,A023_P072_G001_C007.mp4,74.20270895957947
EtriActivity3D,TANet,AOSA,AOSA,25,A026_P032_G002_C008.mp4,75.10352540016174
EtriActivity3D,TANet,AOSA,AOSA,26,A027_P004_G001_C006.mp4,75.0577712059021
