dataset,model,method,method_display,video_class,video_name,bbox_energy_ratio,temporal_consistency,sparsity_80
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,3,A004_P046_G003_C005.mp4,0.08680376410484314,-0.04721365496516228,0.6671899529042387
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,3,A004_P046_G003_C005.mp4,0.10463732481002808,0.9828036427497864,0.7022222518920899
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,3,A004_P046_G003_C005.mp4,0.050457268953323364,0.9820337295532227,0.7581920623779297
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,3,A004_P046_G003_C005.mp4,0.1165333241224289,0.9961197376251221,0.7114583333333333
EtriActivity3D,TANet,AOSA,AOSA,3,A004_P046_G003_C005.mp4,0.03763115778565407,0.983909010887146,0.7485550860969388
EtriActivity3D,TANet,GradCAM,GradCAM,3,A004_P046_G003_C005.mp4,0.2969609200954437,0.9797863960266113,0.08014322916666666
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,31,A032_P020_G001_C004.mp4,0.6222915053367615,0.9750816226005554,0.032144355773925784
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,31,A032_P020_G001_C004.mp4,0.28576168417930603,0.9839156866073608,0.6470817565917969
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,31,A032_P020_G001_C004.mp4,0.34257447719573975,0.6480891108512878,0.6479591836734694
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,31,A032_P020_G001_C004.mp4,0.24184733629226685,-0.06010879948735237,0.7645211930926217
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,31,A032_P020_G001_C004.mp4,0.23845896124839783,0.9501973390579224,0.7727712631225586
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,31,A032_P020_G001_C004.mp4,0.22214774787425995,0.9894065260887146,0.7366548538208008
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,31,A032_P020_G001_C004.mp4,0.4953090250492096,0.9970353245735168,0.11061197916666667
EtriActivity3D,TANet,AOSA,AOSA,31,A032_P020_G001_C004.mp4,0.7005388140678406,0.9831488728523254,0.05462272799744898
EtriActivity3D,TANet,GradCAM,GradCAM,31,A032_P020_G001_C004.mp4,0.47074413299560547,0.9667433500289917,0.10221354166666667
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,40,A041_P082_G001_C007.mp4,0.21140189468860626,0.9848428964614868,0.6968301773071289
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,40,A041_P082_G001_C007.mp4,0.20384477078914642,0.9707968831062317,0.7105026245117188
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,40,A041_P082_G001_C007.mp4,0.16506154835224152,0.4537627696990967,0.6632653061224489
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,40,A041_P082_G001_C007.mp4,0.11922726035118103,-0.12570765614509583,0.7723704866562009
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,40,A041_P082_G001_C007.mp4,0.16289563477039337,0.8680456876754761,0.7599903106689453
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,40,A041_P082_G001_C007.mp4,0.1403350979089737,0.9900606274604797,0.7727573394775391
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,40,A041_P082_G001_C007.mp4,0.36107438802719116,0.9882000684738159,0.305859375
EtriActivity3D,TANet,AOSA,AOSA,40,A041_P082_G001_C007.mp4,0.3074486255645752,0.9837808012962341,0.20986128826530612
EtriActivity3D,TANet,GradCAM,GradCAM,40,A041_P082_G001_C007.mp4,0.3322012722492218,0.9556655287742615,0.15013020833333332
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,41,A042_P020_G003_C006.mp4,0.21866591274738312,0.9655163884162903,0.719276237487793
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,41,A042_P020_G003_C006.mp4,0.2518889307975769,0.9773678183555603,0.6186359405517579
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,41,A042_P020_G003_C006.mp4,0.13275961577892303,0.392903596162796,0.6632653061224489
